mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	slur
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	869			30
75	75	299	299	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	870			30
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	871			30
75	75	296	296	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	872	L'au-		
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	873			
75	75	298	298	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	874			
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	875			
75	75	299	299	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	876			
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	877			
75	75	296	296	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	878	l'au-		
75	75	299	299	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	879	-ra,		
75	75	296	296	4.0	0	0	Chord	4/4	5	1	1	1	1	880	mes-		
76	76	300	300	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	881			30
76	76	301	301	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	882	ra  è		30
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	883	tua		30
76	76	302	302	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	884	mes-		30
76	76	303	303	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	885	-sag-		30
76	76	300	300	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	886			
76	76	301	301	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	887	ra  è		
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	888	tua		
76	76	302	302	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	889	mes-		
76	76	303	303	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	890	-sag-		
76	76	300	300	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	891	L'au-		31
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	892			31
76	76	302	302	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	893			31
76	76	605/2	605/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	894			31
76	76	303	303	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	895			31
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	896			31
76	76	300	300	4.0	0	0	Chord	4/4	5	1	1	1	1	897	-sag-		
77	77	304	304	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	898	-gie-		30
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	899	-ra,  e		30
77	77	306	306	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	900	tu		30
77	77	307	307	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	901	de 		30
77	77	304	304	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	902	-gie-		
77	77	306	306	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	903	-ra,		
77	77	304	304	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	904			
77	77	305	305	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	905	ra  è		
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	906	tua		
77	77	306	306	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	907	mes-		
77	77	307	307	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	908	-sag-		
77	77	304	304	4.0	0	0	Chord	4/4	5	1	1	1	1	909	-gie-		
78	78	308	308	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	910	l'au-		30
78	78	310	310	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	911	-ra		30
78	78	308	308	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	912	L'au-		32
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	913			32
78	78	310	310	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	914			32
78	78	621/2	621/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	915			32
78	78	311	311	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	916			32
78	78	623/2	623/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	917			32
78	78	308	308	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	918	-gie-		
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	919	-ra,  e		
78	78	310	310	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	920	tu		
78	78	311	311	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	921	de		
78	78	308	308	4.0	0	0	Chord	4/4	5	1	1	1	1	922	-ra,  e		
79	79	312	312	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	923	L'au-		33
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	924			33
79	79	314	314	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	925			33
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	926			33
79	79	315	315	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	927			33
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	928			33
79	79	312	312	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	929	L'au-		30, 34
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	930			30, 34
79	79	314	314	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	931			30, 34
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	932			30, 34
79	79	315	315	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	933			30, 34
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	934			30, 34
79	79	312	312	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	935			
79	79	313	313	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	936	ra  è		
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	937	tua		
79	79	314	314	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	938	mes-		
79	79	315	315	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	939	-sag-		
79	79	312	312	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	940	l'au-		
79	79	314	314	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	941	-ra,		
79	79	312	312	4.0	0	0	Chord	4/4	5	1	1	1	1	942	tu		
80	80	316	316	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	943			
80	80	317	317	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	944	ra  è		
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	945	tua		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	946	mes-		
80	80	319	319	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	947	-sag-		
80	80	316	316	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	948			30
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	949	ra  è		30
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	950	tua		30
80	80	318	318	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	951	mes-		30
80	80	319	319	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	952	-sag-		30
80	80	316	316	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	953	-gie-		
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	954	-ra  e		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	955	tu		
80	80	319	319	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	956	de		
80	80	316	316	4.0	0	0	Chord	4/4	5	1	1	1	1	957	de		
81	81	320	320	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	958	-gie-		
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	959	-ra,  e		
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	960	tu		
81	81	323	323	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	961	de		
81	81	320	320	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	962	-gie-		30
81	81	321	321	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	963	-ra,  e		30
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	964	tu		30
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	965	de		30
81	81	320	320	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	966	l'au-		
81	81	322	322	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	967	-ra,		
81	81	320	320	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	968	L'au-		35
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	969			35
81	81	322	322	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	970			35
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	971			35
81	81	323	323	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	972			35
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	973			35
81	81	320	320	4.0	0	0	Chord	4/4	5	1	1	1	1	974	l'au-		
82	82	324	324	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	975	l'au-		
82	82	326	326	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	976	-ra,		
82	82	324	324	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	977	l'au-		30
82	82	326	326	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	978	-ra		30
82	82	326	326	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	979	e		
82	82	324	324	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	980			
82	82	325	325	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	981	ra  è		
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	982	tua		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	983	mes-		
82	82	327	327	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	984	-sag-		
82	82	324	324	4.0	0	0	Chord	4/4	5	1	1	1	1	985	-ra,		
83	83	328	328	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	986	e		
83	83	330	330	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	987	tu		
83	83	331	331	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	988	de		
83	83	328	328	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	989	tu		
83	83	331	331	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	990	de		
83	83	328	328	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	991	-gie-		
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	992	-ra  e		
83	83	330	330	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	993	tu		
83	83	331	331	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	994	de		
84	84	332	332	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	995	l'au-		
84	84	334	334	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	996	-ra		
84	84	334	334	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	997	Ch'ogn'		30
84	84	332	332	4.0	0	0	Chord	4/4	3	1	1	1	1	998	l'au-		
84	84	332	332	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	999	l'au-		
84	84	334	334	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1000	-ra		
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1001	Ch'ogn'		
85	85	338	338	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1002	ar-		
85	85	336	336	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1003			30
85	85	338	338	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1004	ar-		30
85	85	336	336	4.0	0	0	Chord	4/4	3	1	1	1	1	1005	-ra		
85	85	336	336	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1006	Ch'ogn'		
85	85	338	338	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1007	ar-		
86	86	340	340	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1008	-so		
86	86	342	342	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1009	cor,		
86	86	340	340	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1010			30
86	86	342	342	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1011	so		30
86	86	342	342	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1012	Ch'ogn'		
86	86	342	342	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1013	Ch'ogn'		
86	86	340	340	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1014	-so		
86	86	342	342	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1015	cor,		
87	87	344	344	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1016			
87	87	346	346	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1017	ch'ogn'		
87	87	344	344	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1018			30
87	87	346	346	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1019	cor		30
87	87	344	344	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1020			
87	87	346	346	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1021	ar-		
87	87	344	344	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1022	ar-		
87	87	346	346	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1023	-so		
87	87	346	346	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1024	ch'ogn'		
88	88	348	348	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1025			
88	88	350	350	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1026	ar-		
88	88	348	348	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1027	ri-		30
88	88	350	350	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1028	-stau-		30
88	88	348	348	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1029			
88	88	350	350	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1030	so		
88	88	348	348	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1031	cor,		
88	88	350	350	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1032	ch'ogn'		
88	88	348	348	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1033	ar-		
88	88	350	350	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1034	-so		
89	89	352	352	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1035	-so		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1036	cor		
89	89	352	352	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1037			30
89	89	353	353	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1038			30
89	89	354	354	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1039			30
89	89	352	352	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1040	cor		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1041	ri-		
89	89	352	352	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1042	ar-		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1043	-so		
89	89	352	352	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1044	cor		
89	89	354	354	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1045	ri-		
90	90	356	356	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1046			
90	90	358	358	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1047	ri-		
90	90	356	356	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1048			30
90	90	358	358	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1049			30
90	90	356	356	4.0	0	0	Chord	4/4	3	1	1	1	1	1050	-stau-		
90	90	356	356	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1051	cor		
90	90	358	358	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1052	ri-		
90	90	356	356	4.0	0	0	Chord	4/4	5	1	1	1	1	1053	-stau-		
91	91	360	360	4.0	0	0	Chord	4/4	1	1	1	1	1	1054	-stau-		
91	91	360	360	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1055			30
91	91	362	362	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1056			
91	91	360	360	4.0	0	0	Chord	4/4	3	1	1	1	1	1057			
91	91	360	360	4.0	0	0	Chord	4/4	4	1	1	1	1	1058	-stau-		
91	91	360	360	4.0	0	0	Chord	4/4	5	1	1	1	1	1059			
92	92	364	364	4.0	0	0	Chord	4/4	1	1	1	1	1	1060	-ra.		
92	92	364	364	4.0	0	0	Chord	4/4	2	1	1	1	1	1061	ra.		
92	92	364	364	4.0	0	0	Chord	4/4	3	1	1	1	1	1062	ra.		
92	92	364	364	4.0	0	0	Chord	4/4	4	1	1	1	1	1063	-ra.		
92	92	364	364	4.0	0	0	Chord	4/4	5	1	1	1	1	1064	ra.		
93	93	368	368	4.0	0	0	Chord	4/4	1	1	1	1	1	1065			
93	93	368	368	4.0	0	0	Chord	4/4	2	1	1	1	1	1066			
93	93	368	368	4.0	0	0	Chord	4/4	3	1	1	1	1	1067			
93	93	368	368	4.0	0	0	Chord	4/4	4	1	1	1	1	1068			
93	93	368	368	4.0	0	0	Chord	4/4	5	1	1	1	1	1069			
