mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	slur	TextLine
64	64	254	254	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	860	-mi-		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	861	-li-		
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	862	et		
64	64	253	253	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	863	hu-		
64	64	254	254	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	864	-mi-		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	865	-li-		
64	64	252	252	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	866	et		
64	64	253	253	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	867	hu-		
64	64	254	254	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	868	-mi-		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	869	-li-		
64	64	252	252	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	870	et		
64	64	253	253	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	871	hu-		
64	64	254	254	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	872	-mi-		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	873	-li-		
64	64	252	252	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	874	et		
64	64	253	253	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	875	hu-		
64	64	254	254	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	876	-mi-		
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	877	-li-		
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	878	-a		
65	65	257	257	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	879	re-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	880	-spi-		
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	881	-a		
65	65	257	257	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	882	re-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	883	-spi-		
65	65	256	256	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	884	-a		
65	65	257	257	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	885	re-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	886	-spi-		
65	65	256	256	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	887	-a		
65	65	257	257	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	888	re-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	889	-spi-		
65	65	256	256	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	890	-a		
65	65	257	257	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	891	re-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	892	-spi-		
66	66	260	260	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	893	-cit		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	894	in		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	895	Cæ-		
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	896	-cit		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	897	in		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	898	Cæ-		
66	66	260	260	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	899	-cit		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	900	in		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	901	Cæ-		
66	66	260	260	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	902	-cit		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	903	in		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	904	Cæ-		
66	66	260	260	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	905	-cit		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	906	in		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	907	Cæ-		
67	67	264	264	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	908	-lo		
67	67	266	266	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	909	et		
67	67	264	264	4.0	0	0	Chord	4/4	2	1	1	1	1	910	-lo		
67	67	264	264	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	911	-lo		
67	67	266	266	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	912	et		
67	67	264	264	4.0	0	0	Chord	4/4	4	1	1	1	1	913	-lo		
67	67	264	264	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	914	-lo		
67	67	266	266	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	915	et		
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	916			
68	68	270	270	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	917	in		
68	68	268	268	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	918	et		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	919	in		
68	68	268	268	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	920	in		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	921	ter-		
68	68	268	268	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	922	et		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	923	in		
68	68	268	268	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	924			
68	68	270	270	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	925	in		
69	69	272	272	4.0	0	0	Chord	4/4	1	1	1	1	1	926	ter-		
69	69	272	272	4.0	0	0	Chord	4/4	2	1	1	1	1	927	ter-		
69	69	272	272	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	928			
69	69	274	274	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	929			
69	69	272	272	4.0	0	0	Chord	4/4	4	1	1	1	1	930	ter-		
69	69	272	272	4.0	0	0	Chord	4/4	5	1	1	1	1	931	ter-		
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	932	-ra		
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	933	-ra		
70	70	276	276	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	934	-ra		
70	70	276	276	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	935	-ra		
70	70	276	276	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	936	-ra		
71	71	280	280	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	937	Su-		
71	71	281	281	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	938	-sci-		
71	71	282	282	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	939	-tans		
71	71	283	283	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	940	a		
72	72	284	284	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	941	Su-		
72	72	285	285	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	942	-sci-		
72	72	286	286	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	943	-tans		
72	72	287	287	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	944	a		
72	72	284	284	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	945	ter-	50	
72	72	286	286	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	946		50	
73	73	288	288	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	947	Su-		
73	73	289	289	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	948	-sci-		
73	73	290	290	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	949	-tans		
73	73	291	291	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	950	a		
73	73	288	288	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	951	ter-		
73	73	289	289	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	952	-ra		
73	73	290	290	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	953	in-		
73	73	291	291	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	954		51	
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	955		51	
73	73	288	288	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	956		50	
73	73	290	290	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	957		50	
74	74	292	292	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	958	Su-		
74	74	293	293	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	959	-sci-		
74	74	294	294	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	960	-tans		
74	74	295	295	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	961	a		
74	74	292	292	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	962	ter-		
74	74	293	293	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	963	-ra		
74	74	294	294	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	964	in-	52	
74	74	295	295	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	965		52	
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	966		52	
74	74	292	292	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	967		51	
74	74	293	293	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	968		51	
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	969		51	
74	74	294	294	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	970			
74	74	295	295	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	971	-o-		
74	74	292	292	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	972		50	
74	74	294	294	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	973		50	
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	974	Su-		
75	75	297	297	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	975	-sci-		
75	75	298	298	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	976	-tans		
75	75	299	299	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	977	a		
75	75	296	296	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	978	ter-		
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	979	-ra		
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	980	in-	53	
75	75	299	299	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	981		53	
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	982		53	
75	75	296	296	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	983		52	
75	75	298	298	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	984		52	
75	75	296	296	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	985		54	
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	986		54	
75	75	297	297	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	987		54	
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	988		54	
75	75	298	298	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	989			
75	75	296	296	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	990			
75	75	298	298	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	991	-ra		
76	76	300	300	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	992	ter-		
76	76	301	301	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	993	-ra		
76	76	302	302	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	994	in-		
76	76	607/2	607/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	995	-o-		
76	76	300	300	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	996		53	
76	76	301	301	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	997			
76	76	303	303	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	998	-o-		
76	76	300	300	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	999			
76	76	302	302	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1000	-o		
76	76	300	300	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1001			
76	76	302	302	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1002			
76	76	300	300	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1003	in-		
76	76	302	302	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1004	-o-		
77	77	304	304	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1005	-pem		
77	77	304	304	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1006	-pem		
77	77	304	304	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1007	pem		
77	77	304	304	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1008	-pem		
77	77	304	304	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1009	-pem		
78	78	308	308	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1010	et		
78	78	309	309	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1011	de		
78	78	310	310	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1012	ster-		
78	78	311	311	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1013	-co-		
78	78	623/2	623/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1014	-re		
79	79	312	312	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1015	et		
79	79	313	313	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1016	de		
79	79	314	314	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1017	ster-		
79	79	315	315	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1018	-co-		
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1019	-re		
79	79	312	312	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1020	et		
79	79	314	314	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1021	de		
80	80	316	316	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1022	et		
80	80	317	317	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1023	de		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1024	ser-		
80	80	319	319	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1025	-co-		
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1026	-re		
80	80	316	316	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1027	e-		
80	80	317	317	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1028	-ri-		
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1029	-gens		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1030	pau-	55	
80	80	319	319	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1031		55	
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1032		55	
80	80	316	316	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1033	ster-	56	
80	80	318	318	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1034			
81	81	320	320	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1035	et		
81	81	321	321	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1036	de		
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1037	ster-		
81	81	323	323	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1038	-co-		
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1039	-re		
81	81	320	320	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1040	e-		
81	81	321	321	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1041	-ri-		
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1042	-gens		
81	81	322	322	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1043	pau-	57	
81	81	323	323	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1044		57	
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1045		57	
81	81	320	320	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1046		55	
81	81	322	322	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1047		55	
81	81	320	320	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1048	-co-		
81	81	322	322	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1049	-re		
82	82	324	324	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1050	et		
82	82	325	325	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1051	de		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1052	ser-		
82	82	327	327	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1053	-co-		
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1054	-re		
82	82	324	324	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1055	e-		
82	82	325	325	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1056	-ri-		
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1057	-gens		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1058	pau-		
82	82	327	327	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1059	-pe-		
82	82	324	324	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1060		57	
82	82	326	326	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1061		57	
82	82	324	324	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1062		55	
82	82	325	325	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1063		55	
82	82	326	326	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1064		55	
82	82	327	327	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1065		55	
82	82	324	324	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1066	e-		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1067	-ri-		
82	82	327	327	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1068	-gens		
83	83	328	328	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1069	e-		
83	83	329	329	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1070	-ri-		
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1071	-gens		
83	83	330	330	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1072	pau-		
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1073	-pe-		
83	83	328	328	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1074	-­rem		
83	83	329	329	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1075	pau-		
83	83	331	331	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1076	-pe-		
83	83	328	328	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1077	-­-	57	
83	83	329	329	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1078		57	
83	83	330	330	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	1079			
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1080	-pe-		
83	83	328	328	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1081	-­-	55	
83	83	329	329	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1082		55	
83	83	330	330	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1083			
83	83	331	331	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1084	-pe-		
83	83	328	328	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1085	pau-		
83	83	330	330	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1086	-pe-		
84	84	332	332	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1087	-rem		
84	84	335	335	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1088	ut		
84	84	332	332	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1089	-rem		
84	84	335	335	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1090	ut		
84	84	332	332	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1091	-rem		
84	84	335	335	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1092	ut		
84	84	332	332	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1093	-rem		
84	84	335	335	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1094	ut		
84	84	332	332	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1095	-rem		
84	84	335	335	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1096	ut		
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1097	col-		
85	85	338	338	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1098	-lo-		
85	85	339	339	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1099	-cet		
85	85	336	336	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1100	col-		
85	85	338	338	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1101	-lo-		
85	85	339	339	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1102	-cet		
85	85	336	336	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1103	col-		
85	85	338	338	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1104	-lo-		
85	85	339	339	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1105	-cet		
85	85	336	336	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1106	col-		
85	85	338	338	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1107	-lo-		
85	85	339	339	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1108	-cet		
85	85	336	336	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1109	col-		
85	85	338	338	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1110	-lo-		
85	85	339	339	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1111	-cet		
86	86	340	340	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1112	e-		
86	86	341	341	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1113	-um		
86	86	342	342	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1114	cum		
86	86	343	343	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1115	prin-		
86	86	340	340	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1116	e-		
86	86	341	341	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1117	-um		
86	86	342	342	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1118	cum		
86	86	343	343	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1119	prin-		
86	86	340	340	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1120	e-		
86	86	341	341	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1121	-um		
86	86	342	342	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1122	cum		
86	86	343	343	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1123	prin-		
86	86	340	340	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	1124	e-		
86	86	343	343	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1125	-um		
86	86	340	340	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1126	e-		
86	86	341	341	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1127	-um		
86	86	342	342	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1128	cum		
86	86	343	343	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1129	prin-		
87	87	344	344	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1130	-ci-	58	
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1131		58	
87	87	345	345	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	1132			
87	87	347	347	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1133	-pi-		
87	87	344	344	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1134	-ci-		
87	87	346	346	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1135	-pi-		
87	87	344	344	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1136	-ci-	59	
87	87	345	345	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1137		59	
87	87	691/2	691/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1138		59	
87	87	346	346	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	1139			
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1140	-pi-		
87	87	344	344	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1141	cum		
87	87	345	345	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1142	prin-		
87	87	346	346	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1143	-ci-		
87	87	347	347	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1144	-pi-		
87	87	344	344	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1145	-co-		
87	87	346	346	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1146	-pi-		
88	88	348	348	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1147	-­bus		
88	88	350	350	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1148	cum		
88	88	351	351	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1149	prin-		
