mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm
101	101	673	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	973	ti e			
101	101	1347/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	974	la-			
101	101	674	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	975	men-			
101	101	672	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	976				
101	101	674	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	977				
101	101	675	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	978				
102	102	676	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	979	-			
102	102	677	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	980	ti e			
102	102	1355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	981	la-			
102	102	678	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	982	men-			
102	102	676	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	983	-			
102	102	677	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	984	ti e			
102	102	2711/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	985	la-			
102	102	678	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	986	men-			
102	102	676	4.0	0	0	Chord	4/4	3	1	1			1	1	987	ti			
102	102	676	4.0	0	0	Chord	4/4	4	1	1			1	1	988				
103	103	680	4.0	0	0	Chord	4/4	1	1	1			1	1	989	ti			
103	103	680	4.0	0	0	Chord	4/4	2	1	1			1	1	990	ti			
103	103	680	4.0	0	0	Chord	4/4	3	1	1			1	1	991				
103	103	680	4.0	0	0	Chord	4/4	4	1	1			1	1	992				
104	104	684	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	993	in-			
104	104	685	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	994	dar-			
104	104	1373/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	995	no il			
104	104	687	0.75	3/4	3/4	Chord	4/4	3	1	3/16			1/8	3/2	996	cor			
104	104	2751/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	997	di-			
104	104	684	4.0	0	0	Chord	4/4	4	1	1			1	1	998				
105	105	688	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	999	in-			
105	105	689	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	1000	dar-			
105	105	1381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1001	no il			
105	105	691	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	1002	cor			
105	105	2767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1003	di-			
105	105	688	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	1004	strug-			
105	105	1379/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1005	ge-			
105	105	690	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1006	si			
105	105	688	4.0	0	0	Chord	4/4	4	1	1			1	1	1007				
106	106	692	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1008	in-			
106	106	693	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1009	dar-			
106	106	1389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1010	no il			
106	106	695	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	1011	cor			
106	106	2783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1012	di-			
106	106	692	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1013	strug-			
106	106	1387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1014	ge-			
106	106	694	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1015	si			
106	106	692	4.0	0	0	Chord	4/4	4	1	1			1	1	1016				
107	107	696	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	1017	strug-			
107	107	1395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1018	ge-			
107	107	698	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1019	si			
107	107	696	4.0	0	0	Chord	4/4	4	1	1			1	1	1020				
108	108	700	0.0	0	0	Tempo	3/1	1	1	0								𝅗𝅥 = 80	300
108	108	700	4.0	0	0	Chord	3/1	2	1	1			1	1	1021	Fil-			
108	108	704	4.0	1	1	Chord	3/1	2	1	1			1	1	1022	li			
108	108	708	4.0	2	2	Chord	3/1	2	1	1			1	1	1023	più			
108	108	700	4.0	0	0	Chord	3/1	4	1	1			1	1	1024				
108	108	704	4.0	1	1	Chord	3/1	4	1	1			1	1	1025				
108	108	708	4.0	2	2	Chord	3/1	4	1	1			1	1	1026				
109	109	712	4.0	0	0	Chord	3/1	2	1	1			1	1	1027	rat-			
109	109	716	4.0	1	1	Chord	3/1	2	1	1			1	1	1028	ta			
109	109	720	4.0	2	2	Chord	3/1	2	1	1			1	1	1029	più			
109	109	712	4.0	0	0	Chord	3/1	4	1	1			1	1	1030				
109	109	716	4.0	1	1	Chord	3/1	4	1	1			1	1	1031				
109	109	720	4.0	2	2	Chord	3/1	4	1	1			1	1	1032				
110	110	724	4.0	0	0	Chord	3/1	2	1	1			1	1	1033	rat-			
110	110	728	4.0	1	1	Chord	3/1	2	1	1			1	1	1034	-			
110	110	732	4.0	2	2	Chord	3/1	2	1	1			1	1	1035	ta			
110	110	724	4.0	0	0	Chord	3/1	3	1	1			1	1	1036	Fil-			
110	110	728	4.0	1	1	Chord	3/1	3	1	1			1	1	1037	li			
110	110	732	4.0	2	2	Chord	3/1	3	1	1			1	1	1038	più			
110	110	724	4.0	0	0	Chord	3/1	4	1	1			1	1	1039				
110	110	728	4.0	1	1	Chord	3/1	4	1	1			1	1	1040				
110	110	732	4.0	2	2	Chord	3/1	4	1	1			1	1	1041				
111	111	736	4.0	0	0	Chord	3/1	2	1	1			1	1	1042	fug-			
111	111	740	4.0	1	1	Chord	3/1	2	1	1			1	1	1043	ge-			
111	111	744	4.0	2	2	Chord	3/1	2	1	1			1	1	1044	si			
111	111	736	4.0	0	0	Chord	3/1	3	1	1			1	1	1045	rat-			
111	111	740	4.0	1	1	Chord	3/1	3	1	1			1	1	1046	ta			
111	111	744	4.0	2	2	Chord	3/1	3	1	1			1	1	1047	più			
111	111	736	4.0	0	0	Chord	3/1	4	1	1			1	1	1048				
111	111	740	4.0	1	1	Chord	3/1	4	1	1			1	1	1049				
111	111	744	4.0	2	2	Chord	3/1	4	1	1			1	1	1050				
112	112	748	4.0	0	0	Chord	3/1	1	1	1			1	1	1051	Fil-			
112	112	752	4.0	1	1	Chord	3/1	1	1	1			1	1	1052	li			
112	112	756	4.0	2	2	Chord	3/1	1	1	1			1	1	1053	più			
112	112	748	4.0	0	0	Chord	3/1	2	1	1			1	1	1054	fug-			
112	112	752	4.0	1	1	Chord	3/1	2	1	1			1	1	1055	ge-			
112	112	756	4.0	2	2	Chord	3/1	2	1	1			1	1	1056	si			
112	112	748	4.0	0	0	Chord	3/1	3	1	1			1	1	1057	rat-			
112	112	752	4.0	1	1	Chord	3/1	3	1	1			1	1	1058	-			
112	112	756	4.0	2	2	Chord	3/1	3	1	1			1	1	1059	ta			
112	112	748	4.0	0	0	Chord	3/1	4	1	1			1	1	1060				
112	112	752	4.0	1	1	Chord	3/1	4	1	1			1	1	1061				
112	112	756	4.0	2	2	Chord	3/1	4	1	1			1	1	1062				
113	113	760	4.0	0	0	Chord	3/1	1	1	1			1	1	1063	rat-			
113	113	764	4.0	1	1	Chord	3/1	1	1	1			1	1	1064	ta			
113	113	768	4.0	2	2	Chord	3/1	1	1	1			1	1	1065	più			
113	113	760	4.0	0	0	Chord	3/1	2	1	1			1	1	1066	fug-			
113	113	764	4.0	1	1	Chord	3/1	2	1	1			1	1	1067	ge-			
113	113	768	4.0	2	2	Chord	3/1	2	1	1			1	1	1068	si			
113	113	760	4.0	0	0	Chord	3/1	3	1	1			1	1	1069	fug-			
113	113	764	4.0	1	1	Chord	3/1	3	1	1			1	1	1070	ge-			
113	113	768	4.0	2	2	Chord	3/1	3	1	1			1	1	1071	si			
113	113	760	4.0	0	0	Chord	3/1	4	1	1			1	1	1072				
113	113	764	4.0	1	1	Chord	3/1	4	1	1			1	1	1073				
113	113	768	4.0	2	2	Chord	3/1	4	1	1			1	1	1074				
114	114	772	4.0	0	0	Chord	3/1	1	1	1			1	1	1075	rat-			
114	114	776	4.0	1	1	Chord	3/1	1	1	1			1	1	1076	-			
114	114	780	4.0	2	2	Chord	3/1	1	1	1			1	1	1077	ta			
114	114	772	4.0	0	0	Chord	3/1	2	1	1			1	1	1078	fug-			
114	114	776	4.0	1	1	Chord	3/1	2	1	1			1	1	1079	ge-			
114	114	780	4.0	2	2	Chord	3/1	2	1	1			1	1	1080	si			
114	114	772	4.0	0	0	Chord	3/1	3	1	1			1	1	1081	fug-			
114	114	776	4.0	1	1	Chord	3/1	3	1	1			1	1	1082	ge-			
114	114	780	4.0	2	2	Chord	3/1	3	1	1			1	1	1083	si			
114	114	772	4.0	0	0	Chord	3/1	4	1	1			1	1	1084				
114	114	776	4.0	1	1	Chord	3/1	4	1	1			1	1	1085				
114	114	780	4.0	2	2	Chord	3/1	4	1	1			1	1	1086				
115	115	784	4.0	0	0	Chord	3/1	1	1	1			1	1	1087	fug-			
115	115	788	4.0	1	1	Chord	3/1	1	1	1			1	1	1088	ge-			
115	115	792	4.0	2	2	Chord	3/1	1	1	1			1	1	1089	si			
115	115	784	4.0	0	0	Chord	3/1	3	1	1			1	1	1090	fug-			
115	115	788	4.0	1	1	Chord	3/1	3	1	1			1	1	1091	ge-			
115	115	792	4.0	2	2	Chord	3/1	3	1	1			1	1	1092	si			
115	115	784	4.0	0	0	Chord	3/1	4	1	1			1	1	1093				
115	115	788	4.0	1	1	Chord	3/1	4	1	1			1	1	1094				
115	115	792	4.0	2	2	Chord	3/1	4	1	1			1	1	1095				
116	116	796	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1096	ne i			
116	116	799	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1097	so-			
116	116	798	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1098	ne i			
116	116	796	4.0	0	0	Chord	4/4	4	1	1			1	1	1099				
117	117	800	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1100	spir			
117	117	803	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1101	che			
117	117	1607/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1102	dal			
117	117	800	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1103				
117	117	801	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1104	so-			
117	117	802	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1105	spir			
117	117	800	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1106				
117	117	802	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1107				
118	118	804	4.0	0	0	Chord	4/4	1	1	1			1	1	1108	cor			
118	118	804	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1109				
118	118	805	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1110	che			
118	118	1611/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1111	dal			
118	118	806	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1112	cor			
118	118	806	0.75	1/2	1/2	Chord	4/4	3	1	3/16			1/8	3/2	1113	si			
118	118	3227/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	1114	do-			
118	118	807	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1115	len-			
118	118	804	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1116				
118	118	806	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1117				
119	119	808	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1118	ne i			
119	119	811	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1119	so-			
119	119	810	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1120	ne i			
119	119	808	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	1121	ti e-			
119	119	3235/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	1122	sco-			
119	119	809	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1123	no			
119	119	808	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1124				
119	119	810	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1125				
120	120	812	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1126	spir			
120	120	815	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1127	che			
120	120	1631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1128	dal			
120	120	812	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1129				
120	120	813	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1130	so-			
120	120	814	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1131	spir			
120	120	812	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1132				
120	120	814	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1133				
121	121	816	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1134	cor			
121	121	816	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1135				
121	121	817	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1136	che			
121	121	1635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1137	dal			
121	121	818	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1138	cor			
121	121	818	0.75	1/2	1/2	Chord	4/4	3	1	3/16			1/8	3/2	1139	si			
121	121	3275/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	1140	do-			
121	121	819	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1141	len-			
121	121	816	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1142				
121	121	818	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1143				
122	122	821	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1144	non			
122	122	822	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1145	vo-			
122	122	823	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1146	ci			
122	122	820	0.75	0	0	Chord	4/4	3	1	3/16			1/8	3/2	1147	ti e-			
122	122	3283/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	1148	sco-			
122	122	821	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1149	no			
122	122	823	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1150	non			
122	122	820	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1151				
122	122	822	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1152				
123	123	827	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1153	non			
123	123	825	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1154	non			
123	123	826	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1155	vo-			
123	123	827	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1156	ci			
123	123	824	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1157	vo-			
123	123	825	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1158	ci			
123	123	827	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1159	o			
123	123	824	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1160				
123	123	826	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1161				
124	124	828	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1162	vo-			
124	124	830	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1163	ci			
124	124	1663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1164	o			
124	124	831	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1165	o			
124	124	828	4.0	0	0	Chord	4/4	3	1	1			1	1	1166	prie-			
124	124	828	4.0	0	0	Chord	4/4	4	1	1			1	1	1167				
125	125	832	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1168	prie-			
125	125	834	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1169	ghi			
125	125	832	4.0	0	0	Chord	4/4	2	1	1			1	1	1170	prie-			
125	125	832	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1171	-			
125	125	834	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1172	ghi			
125	125	832	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1173				
125	125	834	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1174				
126	126	836	8.0	0	0	Chord	3/1	2	1	2			2	1	1175	ghi			
126	126	836	4.0	0	0	Chord	3/1	3	1	1			1	1	1176	i			
126	126	840	4.0	1	1	Chord	3/1	3	1	1			1	1	1177	piè			
126	126	844	4.0	2	2	Chord	3/1	3	1	1			1	1	1178	fu-			
126	126	836	4.0	0	0	Chord	3/1	4	1	1			1	1	1179				
126	126	840	4.0	1	1	Chord	3/1	4	1	1			1	1	1180				
126	126	844	4.0	2	2	Chord	3/1	4	1	1			1	1	1181				
127	127	848	4.0	0	0	Chord	3/1	3	1	1			1	1	1182	ga-			
127	127	852	4.0	1	1	Chord	3/1	3	1	1			1	1	1183	ci			
127	127	856	4.0	2	2	Chord	3/1	3	1	1			1	1	1184	fu-			
127	127	848	4.0	0	0	Chord	3/1	4	1	1			1	1	1185				
127	127	852	4.0	1	1	Chord	3/1	4	1	1			1	1	1186				
127	127	856	4.0	2	2	Chord	3/1	4	1	1			1	1	1187				
128	128	860	4.0	0	0	Chord	3/1	2	1	1			1	1	1188	i			
128	128	864	4.0	1	1	Chord	3/1	2	1	1			1	1	1189	piè			
128	128	868	4.0	2	2	Chord	3/1	2	1	1			1	1	1190	fu-			
128	128	860	4.0	0	0	Chord	3/1	3	1	1			1	1	1191	ga-			
128	128	864	4.0	1	1	Chord	3/1	3	1	1			1	1	1192	ci			
128	128	868	4.0	2	2	Chord	3/1	3	1	1			1	1	1193	fu-			
128	128	860	4.0	0	0	Chord	3/1	4	1	1			1	1	1194				
128	128	864	4.0	1	1	Chord	3/1	4	1	1			1	1	1195				
128	128	868	4.0	2	2	Chord	3/1	4	1	1			1	1	1196				
129	129	872	4.0	0	0	Chord	3/1	2	1	1			1	1	1197	ga-			
129	129	876	4.0	1	1	Chord	3/1	2	1	1			1	1	1198	ci			
129	129	880	4.0	2	2	Chord	3/1	2	1	1			1	1	1199	fu-			
129	129	872	4.0	0	0	Chord	3/1	3	1	1			1	1	1200	ga-			
129	129	876	4.0	1	1	Chord	3/1	3	1	1			1	1	1201	ci			
129	129	880	4.0	2	2	Chord	3/1	3	1	1			1	1	1202	fu-			
129	129	872	4.0	0	0	Chord	3/1	4	1	1			1	1	1203				
129	129	876	4.0	1	1	Chord	3/1	4	1	1			1	1	1204				
129	129	880	4.0	2	2	Chord	3/1	4	1	1			1	1	1205				
130	130	884	4.0	0	0	Chord	3/1	2	1	1			1	1	1206	ga-			
130	130	888	4.0	1	1	Chord	3/1	2	1	1			1	1	1207	ci			
130	130	892	4.0	2	2	Chord	3/1	2	1	1			1	1	1208	fu-			
130	130	884	4.0	0	0	Chord	3/1	3	1	1			1	1	1209	ga-			
130	130	888	4.0	1	1	Chord	3/1	3	1	1			1	1	1210	ci			
130	130	892	4.0	2	2	Chord	3/1	3	1	1			1	1	1211	fu-			
130	130	884	4.0	0	0	Chord	3/1	4	1	1			1	1	1212				
130	130	888	4.0	1	1	Chord	3/1	4	1	1			1	1	1213				
130	130	892	4.0	2	2	Chord	3/1	4	1	1			1	1	1214				
131	131	896	4.0	0	0	Chord	3/1	2	1	1			1	1	1215	ga-			
131	131	900	4.0	1	1	Chord	3/1	2	1	1			1	1	1216	-			
131	131	904	4.0	2	2	Chord	3/1	2	1	1			1	1	1217	ci ar-			
131	131	896	4.0	0	0	Chord	3/1	3	1	1			1	1	1218	ga-			
131	131	900	4.0	1	1	Chord	3/1	3	1	1			1	1	1219	-			
131	131	904	4.0	2	2	Chord	3/1	3	1	1			1	1	1220	ci ar-			
131	131	896	4.0	0	0	Chord	3/1	4	1	1			1	1	1221				
131	131	900	4.0	1	1	Chord	3/1	4	1	1			1	1	1222				
131	131	904	4.0	2	2	Chord	3/1	4	1	1			1	1	1223				
132	132	908	3.0	0	0	Chord	3/1	2	1	3/4			1/2	3/2	1224	re-			
132	132	911	1.0	3/4	3/4	Chord	3/1	2	1	1/4			1/4	1	1225	sta-			
132	132	912	4.0	1	1	Chord	3/1	2	1	1			1	1	1226	no			
132	132	916	4.0	2	2	Chord	3/1	2	1	1			1	1	1227	non			
132	132	908	3.0	0	0	Chord	3/1	3	1	3/4			1/2	3/2	1228	re-			
132	132	911	1.0	3/4	3/4	Chord	3/1	3	1	1/4			1/4	1	1229	sta-			
132	132	912	4.0	1	1	Chord	3/1	3	1	1			1	1	1230	no			
132	132	908	3.0	0	0	Chord	3/1	4	1	3/4			1/2	3/2	1231				
132	132	911	1.0	3/4	3/4	Chord	3/1	4	1	1/4			1/4	1	1232				
132	132	912	4.0	1	1	Chord	3/1	4	1	1			1	1	1233				
132	132	916	4.0	2	2	Chord	3/1	4	1	1			1	1	1234				
133	133	920	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1235	vo-			
133	133	921	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1236	ci			
133	133	923	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1237	o			
133	133	921	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1238	non			
133	133	922	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1239	vo-			
133	133	923	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1240	ci			
133	133	920	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1241				
133	133	922	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1242				
134	134	927	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1243	non			
134	134	924	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1244	prie-			
134	134	925	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1245	ghi			
134	134	927	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1246	non			
134	134	925	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1247	non			
134	134	926	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1248	vo-			
134	134	927	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1249	ci			
134	134	924	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1250				
134	134	926	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1251				
135	135	928	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1252	vo-			
135	135	929	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1253	ci			
135	135	1859/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1254	non			
135	135	930	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	1255	vo-			
135	135	1863/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1256	ci o			
135	135	928	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1257	vo-			
135	135	929	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1258	ci			
135	135	931	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1259	o			
135	135	929	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1260	o			
135	135	930	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1261	prie-			
135	135	928	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1262				
135	135	930	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1263				
136	136	932	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1264	prie-			
136	136	934	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1265	ghi			
136	136	932	4.0	0	0	Chord	4/4	2	1	1			1	1	1266	prie-			
136	136	932	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1267	-			
136	136	934	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1268	ghi			
136	136	932	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1269				
136	136	934	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1270				
137	137	936	8.0	0	0	Chord	3/1	2	1	2			2	1	1271	ghi			
137	137	936	4.0	0	0	Chord	3/1	3	1	1			1	1	1272	i			
137	137	940	4.0	1	1	Chord	3/1	3	1	1			1	1	1273	piè			
137	137	944	4.0	2	2	Chord	3/1	3	1	1			1	1	1274	fu-			
137	137	936	4.0	0	0	Chord	3/1	4	1	1			1	1	1275				
137	137	940	4.0	1	1	Chord	3/1	4	1	1			1	1	1276				
137	137	944	4.0	2	2	Chord	3/1	4	1	1			1	1	1277				
138	138	948	4.0	0	0	Chord	3/1	2	1	1			1	1	1278	i			
138	138	952	4.0	1	1	Chord	3/1	2	1	1			1	1	1279	pie			
138	138	956	4.0	2	2	Chord	3/1	2	1	1			1	1	1280	fu-			
138	138	948	4.0	0	0	Chord	3/1	3	1	1			1	1	1281	ga-			
138	138	952	4.0	1	1	Chord	3/1	3	1	1			1	1	1282	ci			
138	138	956	4.0	2	2	Chord	3/1	3	1	1			1	1	1283	fu-			
138	138	948	4.0	0	0	Chord	3/1	4	1	1			1	1	1284				
138	138	952	4.0	1	1	Chord	3/1	4	1	1			1	1	1285				
138	138	956	4.0	2	2	Chord	3/1	4	1	1			1	1	1286				
139	139	960	4.0	0	0	Chord	3/1	1	1	1			1	1	1287	i			
139	139	964	4.0	1	1	Chord	3/1	1	1	1			1	1	1288	piè			
139	139	968	4.0	2	2	Chord	3/1	1	1	1			1	1	1289	fu-			
139	139	960	4.0	0	0	Chord	3/1	2	1	1			1	1	1290	ga-			
139	139	964	4.0	1	1	Chord	3/1	2	1	1			1	1	1291	ci			
139	139	968	4.0	2	2	Chord	3/1	2	1	1			1	1	1292	fu-			
139	139	960	4.0	0	0	Chord	3/1	3	1	1			1	1	1293	ga-			
139	139	964	4.0	1	1	Chord	3/1	3	1	1			1	1	1294	ci			
139	139	968	4.0	2	2	Chord	3/1	3	1	1			1	1	1295	fu-			
139	139	960	4.0	0	0	Chord	3/1	4	1	1			1	1	1296				
139	139	964	4.0	1	1	Chord	3/1	4	1	1			1	1	1297				
139	139	968	4.0	2	2	Chord	3/1	4	1	1			1	1	1298				
140	140	972	4.0	0	0	Chord	3/1	1	1	1			1	1	1299	ga-			
140	140	976	4.0	1	1	Chord	3/1	1	1	1			1	1	1300	ci			
140	140	980	4.0	2	2	Chord	3/1	1	1	1			1	1	1301	fu-			
140	140	972	4.0	0	0	Chord	3/1	2	1	1			1	1	1302	ga-			
140	140	976	4.0	1	1	Chord	3/1	2	1	1			1	1	1303	ci			
140	140	980	4.0	2	2	Chord	3/1	2	1	1			1	1	1304	fu-			
